OBJECTID,Lat,Long,Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,ServiceDisclosure,Has_Reports,Reports_Location,GeocodeScore,GeocodeSource
788,-122.32515,47.43323058,"Mental Health, Dementia",No Contract,753150,40010268,44071,AF,Blue Haven AFH LLC,OP,655 S 189th St,Burien,WA,98148,King,655 S 189th St,Burien,WA,98148,(206) 900-9836,(206) 260-2406,,2E,"SPMI, SPDE",,"Naizgi, Mariza S. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753150,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753150,100,PointAddress
789,-122.3833006,47.69993981,"Mental Health, Dementia",Adult Family Home,750023,40007320,38576,AF,BLUE RIDGE AFH LLC,OP,2106 NW 97TH ST,SEATTLE,WA,98117,King,2106 NW 97TH ST,SEATTLE,WA,98117,(206) 755-0861,,(206) 829-9248,2I,"SPMI, SPDE",1080XS-12 ,"Tadique, Amante ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750023,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750023,100,PointAddress
790,-122.2013526,47.75550904,"Mental Health, Dementia",No Contract,751991,40009543,41305,AF,BLUEBERRY GARDENS 2,OP,17525 EASON AVE,BOTHELL,WA,98011,King,17611 EASON AVE,BOTHELL,WA,98011,(425) 949-5061,,,2I,"SPMI, SPDE",,"GASTINEAU, JENNIFER ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751991,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751991,100,PointAddress
791,-122.1969607,47.75407864,"Mental Health, Dementia",No Contract,752370,40009766,41871,AF,BLUEBERRY GARDENS 3,OP,10725 EAST RIVERSIDE DRIVE,BOTHELL,WA,98011,King,17611 EASON AVE,BOTHELL,WA,98011,(425) 286-2733,(425) 949-5429,,2I,"SPMI, SPDE",,"GASTINEAU, JENNIFER ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752370,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752370,100,PointAddress
792,-122.2009013,47.75461908,"Mental Health, Dementia",No Contract,752578,40009942,42237,AF,BLUEBERRY GARDENS 4,OP,17422 EASON AVE,BOTHELL,WA,98011,King,17611 EASON AVE,BOTHELL,WA,98011,(206) 226-3590,(425) 949-5429,,2I,"SPMI, SPDE",,"GASTINEAU, JENNIFER ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752578,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752578,100,PointAddress
793,-122.1985714,47.75613892,"Mental Health, Dementia",No Contract,753270,40010376,44299,AF,Blueberry Gardens 5,OP,10614 E Riverside Dr,Bothell,WA,98011,King,10614 E Riverside Dr,Bothell,WA,98011,(425) 877-1451,(425) 949-5429,,2I,"SPMI, SPDE",,"GASTINEAU, JENNIFER ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753270,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753270,100,PointAddress
794,-122.2015028,47.75524914,"Mental Health, Dementia",No Contract,751582,40009205,40697,AF,BLUEBERRY GARDENS LLC,OP,17519 EASON AVE,BOTHELL,WA,98011,King,17611 EASON AVE,BOTHELL,WA,98011,(425) 949-8385,(425) 949-7345,,2I,"SPMI, SPDE",,"GASTINEAU, JENNIFER ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751582,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751582,100,PointAddress
795,-122.2132697,47.31969948,"Mental Health, Dementia",Adult Family Home,754204,40010941,45633,AF,Bluevine Adult Family Home LLC,OP,1302 M St NE,Auburn,WA,98002,King,1302 M St NE,Auburn,WA,98002,(253) 737-5566,,(253) 409-2386,2G,"SPMI, SPDE",1080XS-12 ,"Ndungu, Jecinta ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754204,No, ,100,PointAddress
796,-122.2208024,47.75876124,"Mental Health, Dementia",Adult Family Home,250001,40002500,34173,AF,BOTHELL WAY LODGE,OP,8912 NE 180th St,Bothell,WA,98011,King,8912 NE 180TH ST,BOTHELL,WA,98011,(425) 483-8836,,(425) 806-0610,2I,"SPMI, SPDE",1080XS-12 ,"Fildan, Felix ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=250001,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=250001,100,PointAddress
797,-122.1050498,47.61890016,"Mental Health, Dementia",Adult Family Home,295201,40002952,34643,AF,BRETTONWOOD AFH,OP,931 177TH AVE NE,BELLEVUE,WA,98008,King,931 177TH AVE NE,BELLEVUE,WA,98008,(425) 641-4603,,(425) 641-4603,2E,"SPMI, SPDE",1080XS-12 ,"Deaconu, Gabriela ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=295201,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=295201,100,PointAddress
798,-122.2096997,47.46576054,"Mental Health, Dementia",Adult Family Home,536200,40005362,36966,AF,BRIANS HOUSE,OP,631 SOUTH 15TH ST,RENTON,WA,98055,King,631 SOUTH 15TH ST,RENTON,WA,98055,(425) 255-1743,(425) 264-3427,,2G,"SPMI, SPDE",1080XS-12 ,"Muresan, Brian V. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=536200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=536200,100,PointAddress
799,-122.1861121,47.65836016,"Mental Health, Dementia",Adult Family Home,731500,40007315,38571,AF,BRIDLE MANOR AFH,OP,5555 116TH AVE NE,KIRKLAND,WA,98033,King,5555 116TH AVE NE,KIRKLAND,WA,98033,(425) 828-3836,(425) 828-3836,,2I,"SPMI, SPDE",1080XS-12 ,"Apopei, Floarea ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=731500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=731500,100,PointAddress
800,-122.1856437,47.6574073,"Mental Health, Dementia, Developmental Disabilities",No Contract,753570,40010512,44692,AF,Bridle Trails Senior Care II,OP,5551 116th Ave NE,Kirkland,WA,98033,King,5551 116th Ave NE,Kirkland,WA,98033,(425) 445-5106,,,2I,"SPMI, SPDE, SPDD",,"CAPUSAN, ALINA ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753570,No, ,100,StreetAddress
801,-122.1859303,47.66454004,"Mental Health, Dementia",Adult Family Home,752260,40009683,41682,AF,BRIDLE TRAILS SENIOR CARE INC,OP,6421 116TH AVE NE,KIRKLAND,WA,98033,King,6421 116TH AVE NE,KIRKLAND,WA,98033,(425) 445-5106,(425) 242-0518,,2I,"SPMI, SPDE",1080XS-12 ,"CAPUSAN, ALINA ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752260,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752260,100,PointAddress
802,-122.2026222,47.39764923,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,750617,40006446,39348,AF,BRIERE LANE COTTAGE ADULT FAMILY HOME,OP,10320 SE 228TH ST,KENT,WA,98031,King,10320 SE 228TH ST,KENT,WA,98031,(253) 856-2536,(253) 859-2566,,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"DAMASO, MILANOR R. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750617,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750617,100,PointAddress
803,-122.2661696,47.33693907,"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753022,40010160,43857,AF,Bristol Berry LLC,OP,29568 54th Court S,Auburn,WA,98001,King,29568 54th Court S,Auburn,WA,98001,(206) 592-6236,,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kamau, Peter ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753022,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753022,100,PointAddress
804,-122.3497498,47.77668987,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",694200,40006942,38254,AF,BROADVIEW ADULT FAMILY HOME,OP,738 N 203RD ST,SHORELINE,WA,98133,King,738 N 203RD ST,SHORELINE,WA,98133,(206) 542-7094,,(206) 542-7104,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Gitome, Grace N. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=694200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=694200,100,PointAddress
805,-122.3586399,47.73034977,"Mental Health, Dementia",Adult Family Home,753943,40010756,45232,AF,"Broadview Adult Family Home, LLC",OP,103 NW 140th Street,Seattle,WA,98177,King,103 NW 140th Street,Seattle,WA,98177,(206) 249-6588,,(206) 374-3043,2I,"SPMI, SPDE",1080XS-12 ,"Tanev, Nilda F. ",3,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753943,No, ,100,PointAddress
806,-122.3667412,47.72067084,"Mental Health, Dementia",No Contract,753451,40010380,44311,AF,Broadview Senior Care Adult Family Home LLC,OP,12535 8th Ave NW,Seattle,WA,98177,King,12535 8th Ave NW,Seattle,WA,98177,(206) 420-4999,,(206) 829-8997,2I,"SPMI, SPDE",,"Salvador, Hilda F. ",4,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753451,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753451,100,PointAddress
807,-122.1921198,47.41125007,"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",751926,40009363,40983,AF,BROOKLYN MANOR LLC,OP,11038 SE 213TH ST,KENT,WA,98031,King,11038 SE 213TH ST,KENT,WA,98031,(253) 520-6792,(425) 606-4308,,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","MWANGI, MARGARET ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751926,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751926,100,PointAddress
808,-122.1671409,47.61572061,"Mental Health, Dementia",Adult Family Home,750307,40002112,39061,AF,BROOKWOOD HOUSE INC,OP,610 129TH PL NE,BELLEVUE,WA,98005,King,610 129TH PL NE,BELLEVUE,WA,98005,(425) 453-7006,,(425) 453-9391,2E,"SPMI, SPDE",1080XS-12 ,"CURTAMET, REMUS ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750307,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750307,100,PointAddress
809,-122.257731,47.51079871,"Dementia, Developmental Disabilities",Adult Family Home,752006,40009378,41008,AF,BROWN VILLA B,OP,10033 B 61ST AVE S,SEATTLE,WA,98178,King,10317 61ST AVE S,SEATTLE,WA,98178,(206) 725-7939,(206) 723-3181,,2G,"SPDE, SPDD",1080XS-12 ,"Brown, Katherine P. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752006,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752006,100,PointAddress
810,-122.257731,47.51079871,"Dementia, Developmental Disabilities",Adult Family Home,550800,40005508,37077,AF,BROWNVILLE MANOR INC,OP,10033 61st Ave S Apt A,Seattle,WA,98178,King,10317 61ST AVE S,SEATTLE,WA,98178,(206) 725-0918,(206) 723-3181,,2G,"SPDE, SPDD",1080XS-12 ,"Brown, Katherine P. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=550800,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=550800,100,PointAddress
811,-122.3380318,47.47293996,"Mental Health, Dementia",Adult Family Home,751283,40008909,40233,AF,BURIEN BEST CARE HOMES,OP,302 SW 146TH ST,BURIEN,WA,98166,King,302 SW 146TH ST,BURIEN,WA,98166,(206) 402-5069,,(206) 397-4268,2G,"SPMI, SPDE",1080XS-12 ,"TORKELSON, DANIELA C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751283,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751283,100,PointAddress
812,-122.325651,47.75136998,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,751161,40005382,40103,AF,CALDERON ADULT FAMILY HOME INC,OP,16909 4TH AVE NE,SHORELINE,WA,98155,King,16909 4TH AVE NE,SHORELINE,WA,98155,(206) 440-8703,(206) 453-4444,,2I,"SPMI, SPDE, SPDD",1080XS-12 ,"Calderon, Reynaldo M. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751161,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751161,100,PointAddress
813,-122.175022,47.51457929,"Mental Health, Dementia",Adult Family Home,307801,40003078,34796,AF,CAMBRIDGE HOME,OP,9817 124TH AVE SE,Renton,WA,98056,King,23511 MARINE VIEW DR S,DES MOINES,WA,981987351,(425) 271-4808,,(425) 255-0778,2E,"SPMI, SPDE",1080XS-12 ,"Bonilla, Ruben R. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=307801,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=307801,100,PointAddress
814,-122.1633323,47.72176873,Dementia,No Contract,752987,40009921,43836,AF,Cambridge Senior Care LLC,OP,13223 NE 135TH CT,KIRKLAND,WA,98034,King,13223 NE 135TH CT,KIRKLAND,WA,98034,(425) 968-5545,(425) 307-1631,,2I,SPDE,,"Buiciuc, CLAUDIA ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752987,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752987,100,PointAddress
815,-122.285233,47.34682931,"Mental Health, Dementia",Adult Family Home,753163,40004090,44184,AF,Camelot Park Adult Family Home LLC,OP,3728 S 284TH Pl,Auburn,WA,98001,King,3728 S 284TH Pl,Auburn,WA,98001,(206) 397-7520,,(253) 850-4543,2G,"SPMI, SPDE",1080XS-12 ,"Zebega, Amalia C. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753163,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753163,100,PointAddress
816,-122.1900891,47.36036081,"Mental Health, Developmental Disabilities","Meaningful Day, Adult Family Home",751770,40009312,40893,AF,CAREPOINTE ADULT FAMILY HOME,OP,11308 SE 269TH ST,KENT,WA,98030,King,11308 SE 269TH ST,KENT,WA,98030,(253) 854-0911,(253) 859-2860,,2G,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","NJIHIA, MERCY ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751770,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751770,100,PointAddress
817,-122.3735591,47.30087892,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",751714,40009235,40750,AF,CARING ABODE AFH LLC,OP,33719 32ND AVE SW,FEDERAL WAY,WA,98023,King,33719 32ND AVE SW,FEDERAL WAY,WA,98023,(253) 235-5256,(888) 869-5403,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Ferrer, Monina E. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751714,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751714,100,PointAddress
818,-122.1978297,47.45423955,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",752250,40009551,41322,AF,CARING ANGELS ADULT FAMILY HOME,OP,1515 SOUTH 28TH PLACE,RENTON,WA,98055,King,1515 SOUTH 28TH PLACE,RENTON,WA,98055,(425) 271-2825,(253) 220-2038,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","ATHIENO, ROSE J. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752250,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752250,100,PointAddress
819,-122.1764522,47.74395888,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,419403,40004194,35933,AF,CARING HEART ADULT FAMILY HOME,OP,16102 122ND PL NE,BOTHELL,WA,98011,King,16102 122ND PL NE,BOTHELL,WA,98011,(425) 488-7403,,,2I,"SPMI, SPDE, SPDD",1080XS-12 ,"Zhang, Jie ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=419403,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=419403,100,PointAddress
820,-122.2012796,47.77419994,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",576502,40005765,37296,AF,CARLSON CARE ADULT FAMILY HOME III,OP,10425 NE 201ST ST,BOTHELL,WA,98011,King,10425 NE 201ST ST,BOTHELL,WA,98011,(425) 398-7359,,(425) 481-7346,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ristig, Dorotea D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=576502,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=576502,100,PointAddress
821,-122.1981305,47.7747995,"Mental Health, Dementia","Expanded Community Services, Adult Family Home",751142,40003492,39993,AF,CARLSON CARE AFH II,OP,20205 107TH  NE,BOTHELL,WA,98011,King,10425 NE 201ST STREET,BOTHELL,WA,98011,(425) 481-9647,,(425) 481-7346,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Ristig, Dorotea D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751142,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751142,100,PointAddress
822,-122.4120106,47.64480986,None,Adult Family Home,176104,40001761,33262,AF,CARLTON PARK AFH LLC,OP,4221 W Armour St,Seattle,WA,98199,King,4221 W Armour St,Seattle,WA,98199,(206) 282-0621,,,2E,,1080XS-12 ,"Carrington, Joann ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=176104,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=176104,100,PointAddress
823,-122.3721603,47.31173938,"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753725,40010581,44839,AF,Carojones 2 AFH LLC,OP,2927 SW 323rd St,Federal Way,WA,98023,King,2927 SW 323rd St,Federal Way,WA,98023,(253) 719-8637,,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Muriithi, Caroline W. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753725,No, ,100,PointAddress
824,-122.2761603,47.33397023,"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",752792,40010029,42477,AF,Carojones Family Living LLC,OP,4541 South 298th Place,Auburn,WA,98001,King,4541 South 298th Place,Auburn,WA,98001,(206) 651-7736,(206) 249-8932,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Muriithi, Caroline W. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752792,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752792,100,PointAddress
825,-122.1459692,47.43846995,"Mental Health, Dementia",Adult Family Home,753873,40010635,44969,AF,Carriage Lane Senior Living Facility LLC,OP,18162 146th Ave SE,Renton,WA,98058,King,18162 146th Ave SE,Renton,WA,98058,(425) 264-3677,,(425) 962-5187,2E,"SPMI, SPDE",1080XS-12 ,"Maideniuc, Larisa M. ",4,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753873,No, ,100,PointAddress
826,-122.3237594,47.31866999,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",750008,40004027,35756,AF,CASA BLANCA AFH,OP,31521 8TH AVE S,FEDERAL WAY,WA,98003,King,31521 8TH AVE S,FEDERAL WAY,WA,98003,(253) 945-6450,,(253) 945-6450,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Landaverde, Jose H. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750008,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750008,100,PointAddress
827,-122.00643,47.2031911,Dementia,No Contract,139300,40001393,32790,AF,CASCADE CAREGIVERS,OP,2885 ELMONT AVE,ENUMCLAW,WA,98022,King,2885 ELMONT AVE,ENUMCLAW,WA,98022,(360) 825-4514,,(360) 825-4514,2E,SPDE,,"Bertrand, Karen A. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=139300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=139300,100,PointAddress
828,-122.1657705,47.43709927,"Mental Health, Dementia",No Contract,752834,40003074,43644,AF,Cascade Complete Care LLC,OP,13041 SE 184TH PL,RENTON,WA,98058,King,13041 SE 184TH PL,RENTON,WA,98058,(425) 255-9753,(425) 228-6288,,2E,"SPMI, SPDE",,"Powell, Olimpia B. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752834,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752834,100,PointAddress
829,-122.2324713,47.73715983,"Mental Health, Dementia",Adult Family Home,655801,40006558,37913,AF,CASCADE HOME CARE INC,OP,15006 81ST AVE NE,KENMORE,WA,98028,King,15006 81ST AVE NE,KENMORE,WA,98028,(425) 485-0755,,(425) 488-2251,2I,"SPMI, SPDE",1080XS-12 ,"Zagrean, Nellie ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=655801,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=655801,100,PointAddress
830,-122.1195927,47.57234028,"Mental Health, Dementia",No Contract,750720,40007262,39478,AF,CASCADES ADULT FAMILY HOME INC,OP,16512 SE NEWPORT WAY,BELLEVUE,WA,98006,King,16512 SE NEWPORT WAY,BELLEVUE,WA,98006,(425) 562-8145,(425) 562-8147,,2E,"SPMI, SPDE",,"Stefaroi, Alina ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750720,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750720,100,PointAddress
831,-122.1901295,47.29420995,"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",753059,40010207,43963,AF,Catherine's Haven AFH,OP,2824 Skyway Place,Auburn,WA,98092,King,2824 Skyway Place,Auburn,WA,98092,(253) 293-8192,(253) 833-9295,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","TAYLOR, CATHERINE W. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753059,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753059,100,PointAddress
832,-122.1920005,47.74717023,"Mental Health, Dementia",No Contract,528300,40005283,36933,AF,CEDAR PARK ADULT FAMILY HOME,OP,11110 NE 164TH PL,BOTHELL,WA,98011,King,11110 NE 164TH PL,BOTHELL,WA,98011,(425) 489-1816,,(425) 481-1845,2I,"SPMI, SPDE",,"Sterciuc, Benone ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=528300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=528300,100,PointAddress
833,-122.3150594,47.73942994,"Dementia, Developmental Disabilities",Adult Family Home,646700,40006467,37836,AF,CEESAYS ADULT CARE FAMILY HOME,OP,15218 12TH AVE NE,SHORELINE,WA,98155,King,15218 12TH AVE NE,SHORELINE,WA,98155,(206) 365-3964,(206) 365-3964,,2I,"SPDE, SPDD",1080XS-12 ,"Ceesay, Saidy ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=646700,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=646700,100,PointAddress
834,-122.122451,47.57720022,Mental Health,No Contract,752239,40009668,41511,AF,CENTER FOR DISCOVERY,OP,16305 SE 37TH ST,BELLEVUE,WA,98008,King,16305 SE 37TH ST,BELLEVUE,WA,98008,(425) 505-2929,(425) 505-2141,,2E,SPMI,,"Ehresman, Katrina ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752239,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752239,100,PointAddress
835,-122.2803427,47.52587086,"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,591200,40005912,37410,AF,CESAR & MARICRIS TUGADE ADULT HOME CARE,OP,4211 S CLOVERDALE STREET,SEATTLE,WA,98118,King,4211 S CLOVERDALE STREET,SEATTLE,WA,98118,(206) 760-7750,,,2E,"SPMI, SPDE, SPDD",1080XS-12 ,"Tugade, Maricris F. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=591200,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=591200,100,PointAddress
836,-122.3213494,47.76560918,"Mental Health, Dementia",Adult Family Home,90801,40000908,32150,AF,CHARITY AFH 2,OP,18820 8TH AVE NE,SHORELINE,WA,98155,King,18820 8TH AVE NE,SHORELINE,WA,98155,(206) 417-1726,,(206) 913-2190,2I,"SPMI, SPDE",1080XS-12 ,"Lucas, Charito S. ",5,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=90801,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=90801,100,PointAddress
837,-122.1211017,47.26437888,"Mental Health, Dementia",No Contract,753629,40010062,44819,AF,Cherished Acres,OP,37612 165th Ave SE,Auburn,WA,98092,King,6204 S 296th St,Auburn,WA,98001,(253) 333-1977,,(253) 735-1956,2G,"SPMI, SPDE",,"Yasin, Mohammad D. ",6,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753629,No, ,100,PointAddress
